"EID","REFERRAL","NUMBER_JOBS","PROG_EXER_RATE","INTPER_RATE","PRIOR_EXP","HIRE_REC","HIRE_DATE","TURNOVER_DATE","TURNOVER"
212887,"No","0-1","Pass",7,"No",2,2016-01-01,2016-04-01,"Yes"
956144,"No","2","Concerns",7,"Yes",3,2017-01-01,2019-06-01,"Yes"
382108,"No","0-1","Pass",7,"No",3,2017-02-01,NA,"No"
659826,"Yes","3+","Pass",8,"Yes",3,2016-02-01,2020-11-01,"Yes"
603308,"No","2","Pass",10,"No",3,2017-04-01,NA,"No"
520277,"No","0-1","Concerns",1,"No",2,2017-01-01,2019-08-01,"Yes"
162265,"No","3+","Pass",10,"No",2,2016-08-01,2020-08-01,"Yes"
694255,"No","2","Pass+",9,"No",2,2017-04-01,2019-12-01,"Yes"
726713,"No","2","Pass",10,"No",3,2016-02-01,2018-11-01,"Yes"
878091,"No","0-1","Pass",9,"No",2,2016-02-01,2019-02-01,"Yes"
355041,"No","3+","Pass",10,"No",3,2017-02-01,NA,"No"
472766,"No","0-1","Pass",3,"Yes",2,2016-02-01,2016-05-01,"Yes"
245261,"No","0-1","Pass",8,"No",1,2017-02-01,2018-11-01,"Yes"
360307,"Yes","0-1","Concerns",10,"No",1,2017-03-01,NA,"No"
342852,"No","0-1","Pass",10,"No",2,2016-02-01,NA,"No"
800676,"No","0-1","Pass",8,"Yes",1,2017-01-01,2017-04-01,"Yes"
134521,"No","0-1","Pass",8,"No",2,2017-02-01,2019-03-01,"Yes"
967540,"No","2","Concerns",6,"Yes",3,2017-02-01,2021-06-01,"Yes"
717140,"No","0-1","Pass",7,"No",2,2017-03-01,2019-07-01,"Yes"
912423,"No","0-1","Pass",9,"No",3,2017-01-01,2019-07-01,"Yes"
205250,"No","0-1","Pass",8,"Yes",2,2017-01-01,2018-02-01,"Yes"
318601,"No","2","Pass",10,"No",3,2016-01-01,NA,"No"
717433,"No","3+","Pass",10,"No",2,2017-05-01,2019-03-01,"Yes"
124844,"No","0-1","Pass",10,"No",3,2017-04-01,2019-07-01,"Yes"
313057,"No","0-1","Concerns",7,"No",2,2016-02-01,2017-12-01,"Yes"
745496,"Yes","2","Pass",9,"Yes",3,2016-01-01,NA,"No"
996897,"No","2","Pass",9,"No",2,2016-04-01,NA,"No"
814837,"No","2","Concerns",8,"No",3,2017-01-01,2018-03-01,"Yes"
812154,"Yes","3+","Concerns",8,"No",3,2016-02-01,2020-06-01,"Yes"
691337,"No","0-1","Pass",8,"No",2,2017-01-01,2021-03-01,"Yes"
826819,"No","0-1","Pass",8,"Yes",2,2017-01-01,2017-05-01,"Yes"
579922,"No","2","Concerns",10,"No",3,2017-02-01,2018-12-01,"Yes"
432790,"No","0-1","Pass+",10,"No",3,2016-01-01,2016-07-01,"Yes"
857164,"No","0-1","Pass",7,"No",2,2016-02-01,2018-04-01,"Yes"
876985,"No","0-1","Pass",8,"No",2,2016-01-01,2017-08-01,"Yes"
424696,"No","2","Concerns",9,"No",3,2016-12-01,NA,"No"
213162,"No","0-1","Pass",8,"No",3,2017-03-01,2021-06-01,"Yes"
237324,"No","2","Concerns",7,"No",2,2016-04-01,NA,"No"
218782,"No","0-1","Pass",8,"No",2,2017-01-01,NA,"No"
179006,"No","2","Pass",10,"Yes",3,2016-01-01,NA,"No"
539105,"No","2","Pass+",10,"Yes",3,2017-01-01,NA,"No"
677613,"Yes","0-1","Concerns",8,"No",2,2017-01-01,NA,"No"
429070,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
421547,"No","2","Pass",10,"No",3,2017-01-01,NA,"No"
438280,"Yes","0-1","Pass",10,"No",2,2016-03-01,NA,"No"
208418,"No","2","Pass",8,"No",3,2017-05-01,2017-09-01,"Yes"
433955,"No","2","Pass",8,"No",2,2016-01-01,NA,"No"
765134,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
401030,"Yes","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
490649,"No","0-1","Pass",9,"No",1,2016-02-01,NA,"No"
310318,"No","0-1","Pass",10,"Yes",3,2016-01-01,NA,"No"
572503,"No","0-1","Pass",8,"No",2,2017-02-01,2019-09-01,"Yes"
685813,"No","0-1","Pass",10,"No",2,2016-02-01,2019-11-01,"Yes"
726796,"No","2","Pass",10,"No",3,2017-02-01,NA,"No"
794963,"No","0-1","Concerns",10,"Yes",2,2016-04-01,2016-05-01,"Yes"
392350,"No","2","Pass",9,"No",3,2017-08-01,NA,"No"
980717,"No","0-1","Concerns",10,"No",2,2017-02-01,NA,"No"
618895,"No","3+","Pass",9,"Yes",2,2016-03-01,2017-08-01,"Yes"
930808,"Yes","3+","Pass+",10,"No",2,2016-01-01,NA,"No"
534371,"No","2","Pass",10,"Yes",2,2017-02-01,2021-08-01,"Yes"
952122,"No","0-1","Pass",10,"No",2,2016-05-01,2017-09-01,"Yes"
590358,"No","0-1","Pass",7,"No",2,2017-04-01,2017-09-01,"Yes"
902692,"No","0-1","Pass",9,"No",1,2017-02-01,2018-10-01,"Yes"
279571,"Yes","0-1","Pass",8,"No",0,2017-02-01,NA,"No"
179187,"No","2","Concerns",10,"No",2,2016-01-01,2016-09-01,"Yes"
529683,"No","3+","Pass",10,"No",1,2016-01-01,2018-05-01,"Yes"
898937,"No","2","Pass",10,"No",3,2016-03-01,NA,"No"
537657,"No","2","Pass",9,"No",1,2016-01-01,2019-08-01,"Yes"
869163,"No","0-1","Pass+",8,"No",1,2017-02-01,NA,"No"
690256,"No","0-1","Pass",10,"No",3,2017-10-01,2018-03-01,"Yes"
100889,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
505268,"Yes","2","Concerns",9,"Yes",3,2016-12-01,2019-05-01,"Yes"
246492,"No","2","Pass",6,"No",2,2016-09-01,2016-11-01,"Yes"
145188,"No","0-1","Pass",9,"No",2,2016-02-01,2018-09-01,"Yes"
902766,"Yes","2","Pass",10,"No",2,2016-08-01,NA,"No"
166980,"No","0-1","Pass",8,"No",3,2017-01-01,NA,"No"
793556,"No","2","Pass",10,"No",3,2017-01-01,NA,"No"
837873,"No","0-1","Pass",7,"No",2,2017-02-01,2020-07-01,"Yes"
263677,"No","0-1","Pass",9,"No",2,2017-03-01,2017-06-01,"Yes"
812969,"No","0-1","Pass",9,"No",2,2017-01-01,2020-10-01,"Yes"
553161,"No","0-1","Pass",10,"No",2,2016-02-01,2016-04-01,"Yes"
188694,"No","0-1","Concerns",7,"No",3,2016-04-01,2016-12-01,"Yes"
115578,"Yes","0-1","Pass",7,"No",3,2017-05-01,NA,"No"
956744,"No","2","Pass",9,"No",3,2016-06-01,NA,"No"
226943,"No","0-1","Concerns",9,"No",2,2017-02-01,2021-06-01,"Yes"
853587,"No","0-1","Pass",8,"Yes",2,2016-04-01,2016-10-01,"Yes"
469331,"No","0-1","Pass",10,"No",3,2016-02-01,2016-05-01,"Yes"
153531,"Yes","0-1","Concerns",10,"Yes",2,2017-01-01,NA,"No"
868785,"No","0-1","Pass",10,"No",3,2016-04-01,2019-01-01,"Yes"
474168,"No","0-1","Concerns",10,"Yes",2,2016-02-01,2018-06-01,"Yes"
106595,"No","0-1","Pass",10,"No",3,2017-05-01,NA,"No"
565583,"No","0-1","Pass",9,"Yes",3,2016-08-01,2016-09-01,"Yes"
391833,"No","0-1","Pass+",10,"No",3,2017-01-01,2019-01-01,"Yes"
356941,"No","2","Concerns",6,"No",3,2017-02-01,2019-05-01,"Yes"
387526,"No","0-1","Pass",6,"Yes",3,2017-04-01,2019-03-01,"Yes"
840871,"No","0-1","Concerns",2,"Yes",3,2016-02-01,2020-02-01,"Yes"
370626,"No","0-1","Pass",10,"No",2,2017-05-01,NA,"No"
277445,"No","2","Pass+",7,"No",3,2016-01-01,2018-04-01,"Yes"
618566,"Yes","0-1","Pass+",7,"No",3,2017-01-01,NA,"No"
507645,"No","0-1","Pass+",9,"No",2,2017-02-01,2021-02-01,"Yes"
197779,"No","0-1","Pass",10,"Yes",3,2016-01-01,2016-02-01,"Yes"
197909,"No","2","Pass",8,"Yes",2,2016-01-01,2019-12-01,"Yes"
289310,"No","0-1","Pass",10,"Yes",2,2016-06-01,2018-05-01,"Yes"
722401,"No","0-1","Pass",8,"No",2,2017-04-01,2019-06-01,"Yes"
538067,"No","2","Pass+",10,"No",2,2016-02-01,2018-07-01,"Yes"
169361,"No","2","Pass+",7,"No",3,2016-02-01,2016-05-01,"Yes"
998142,"No","3+","Pass",8,"No",2,2017-02-01,2019-05-01,"Yes"
793412,"No","0-1","Pass",2,"No",3,2017-03-01,2019-04-01,"Yes"
962064,"No","3+","Pass",10,"No",2,2017-03-01,2019-07-01,"Yes"
907708,"Yes","0-1","Pass",2,"No",3,2017-01-01,2021-05-01,"Yes"
811343,"No","0-1","Pass",10,"Yes",2,2017-04-01,2017-05-01,"Yes"
593331,"No","0-1","Pass",6,"Yes",2,2016-01-01,2020-04-01,"Yes"
145870,"No","0-1","Pass+",10,"No",2,2017-03-01,2021-10-01,"Yes"
645806,"No","0-1","Concerns",10,"Yes",3,2017-01-01,2019-07-01,"Yes"
572784,"No","0-1","Pass",10,"Yes",3,2017-01-01,2017-06-01,"Yes"
378706,"No","0-1","Pass",9,"No",2,2016-02-01,2016-08-01,"Yes"
128116,"No","0-1","Concerns",8,"Yes",2,2017-01-01,NA,"No"
145815,"No","2","Pass",10,"No",3,2017-02-01,NA,"No"
176653,"No","0-1","Pass",8,"No",3,2016-05-01,2018-10-01,"Yes"
784299,"No","3+","Pass",9,"No",3,2017-04-01,2019-08-01,"Yes"
188792,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
104138,"No","0-1","Pass",10,"No",2,2016-03-01,2020-09-01,"Yes"
889998,"No","2","Pass",10,"Yes",2,2017-03-01,2019-08-01,"Yes"
971422,"No","0-1","Pass",7,"No",2,2016-02-01,2017-11-01,"Yes"
584087,"No","3+","Pass",9,"No",2,2017-02-01,2021-03-01,"Yes"
932656,"No","0-1","Pass",10,"No",2,2017-03-01,2017-07-01,"Yes"
553741,"No","0-1","Pass",6,"No",3,2016-01-01,NA,"No"
423260,"No","3+","Concerns",8,"No",3,2016-02-01,2018-11-01,"Yes"
313883,"Yes","0-1","Concerns",9,"Yes",2,2016-02-01,NA,"No"
333815,"No","2","Pass",9,"No",2,2017-02-01,2019-08-01,"Yes"
536071,"No","2","Pass",9,"No",3,2016-01-01,2020-12-01,"Yes"
519099,"No","2","Pass",9,"No",3,2017-03-01,2019-08-01,"Yes"
588565,"No","0-1","Pass",10,"No",1,2016-01-01,2018-06-01,"Yes"
707945,"No","0-1","Pass",8,"Yes",2,2017-03-01,2021-04-01,"Yes"
735794,"No","0-1","Pass",10,"No",1,2016-02-01,2016-03-01,"Yes"
450037,"Yes","0-1","Concerns",10,"Yes",2,2017-02-01,NA,"No"
437540,"No","0-1","Concerns",7,"No",1,2016-01-01,2016-02-01,"Yes"
576898,"No","0-1","Pass",10,"Yes",2,2017-04-01,2018-12-01,"Yes"
680115,"Yes","2","Pass",10,"No",3,2017-01-01,NA,"No"
523031,"Yes","2","Pass+",8,"No",2,2016-01-01,NA,"No"
147301,"No","0-1","Pass",8,"No",2,2017-01-01,NA,"No"
870082,"No","0-1","Pass",8,"No",1,2017-10-01,2021-02-01,"Yes"
868920,"No","2","Pass+",10,"No",2,2017-01-01,NA,"No"
262663,"No","3+","Pass",8,"No",2,2017-02-01,2019-05-01,"Yes"
206418,"No","2","Pass",7,"No",2,2016-02-01,2018-02-01,"Yes"
315408,"No","0-1","Pass",10,"No",3,2017-01-01,2017-07-01,"Yes"
249500,"No","0-1","Pass",10,"Yes",3,2016-01-01,NA,"No"
459270,"No","0-1","Pass",9,"No",2,2016-02-01,NA,"No"
159525,"No","0-1","Pass",10,"No",2,2016-06-01,NA,"No"
229756,"Yes","2","Pass",8,"No",3,2017-02-01,NA,"No"
360442,"No","0-1","Pass+",10,"No",3,2016-01-01,NA,"No"
134490,"No","2","Pass",10,"No",3,2017-04-01,NA,"No"
518985,"No","2","Concerns",8,"No",2,2017-02-01,2017-07-01,"Yes"
208455,"No","0-1","Concerns",7,"No",3,2017-02-01,2017-07-01,"Yes"
839547,"No","0-1","Pass+",10,"Yes",0,2016-03-01,2016-04-01,"Yes"
701790,"No","2","Concerns",9,"No",3,2017-02-01,2018-08-01,"Yes"
236074,"No","2","Pass",10,"No",3,2016-01-01,2021-11-01,"Yes"
134939,"No","0-1","Concerns",10,"No",1,2016-02-01,NA,"No"
610027,"No","2","Pass+",10,"No",1,2016-02-01,NA,"No"
611001,"No","0-1","Pass",8,"Yes",2,2016-03-01,NA,"No"
637783,"No","0-1","Pass",10,"No",1,2016-06-01,NA,"No"
883943,"No","0-1","Pass",8,"No",2,2016-11-01,2020-08-01,"Yes"
181144,"No","2","Pass",6,"No",3,2017-03-01,2020-08-01,"Yes"
925780,"No","2","Pass",7,"Yes",2,2017-01-01,NA,"No"
477932,"No","0-1","Pass",10,"Yes",2,2016-01-01,NA,"No"
675688,"No","3+","Pass+",9,"No",3,2016-02-01,2016-06-01,"Yes"
166608,"No","0-1","Pass",10,"No",2,2017-04-01,2019-10-01,"Yes"
336407,"No","0-1","Concerns",6,"No",2,2016-07-01,2017-01-01,"Yes"
794101,"No","2","Pass+",6,"No",2,2016-05-01,2020-06-01,"Yes"
621949,"No","2","Pass+",10,"No",2,2016-02-01,2018-06-01,"Yes"
524285,"No","0-1","Pass+",10,"Yes",3,2016-08-01,2020-09-01,"Yes"
190451,"Yes","0-1","Pass",6,"No",2,2017-03-01,NA,"No"
375122,"No","0-1","Pass",6,"No",3,2016-02-01,NA,"No"
971743,"No","3+","Pass",9,"No",3,2017-06-01,2020-12-01,"Yes"
740080,"No","0-1","Pass",10,"Yes",2,2016-02-01,NA,"No"
958514,"Yes","0-1","Pass+",7,"No",0,2017-02-01,NA,"No"
658045,"No","0-1","Pass",10,"Yes",3,2016-01-01,2019-11-01,"Yes"
776026,"No","2","Concerns",9,"No",3,2017-05-01,NA,"No"
550972,"No","0-1","Pass",7,"No",3,2017-01-01,2021-09-01,"Yes"
798998,"No","2","Pass",10,"No",3,2016-01-01,NA,"No"
581838,"No","2","Pass+",9,"Yes",3,2017-01-01,2017-03-01,"Yes"
664919,"No","0-1","Pass+",8,"Yes",3,2017-06-01,NA,"No"
292989,"No","0-1","Pass",7,"Yes",2,2017-03-01,NA,"No"
325962,"No","0-1","Pass",8,"No",2,2016-05-01,2020-02-01,"Yes"
595635,"No","0-1","Pass",10,"No",2,2017-01-01,NA,"No"
659330,"No","2","Pass",8,"No",2,2017-02-01,2017-05-01,"Yes"
211808,"No","0-1","Pass",7,"Yes",2,2016-01-01,NA,"No"
149137,"No","2","Concerns",8,"No",2,2016-04-01,2020-02-01,"Yes"
872639,"No","0-1","Concerns",7,"No",2,2016-01-01,2020-01-01,"Yes"
964174,"Yes","0-1","Pass+",10,"No",3,2017-01-01,NA,"No"
301729,"Yes","0-1","Pass",7,"No",3,2016-04-01,NA,"No"
857112,"No","0-1","Pass",10,"No",2,2017-01-01,2019-04-01,"Yes"
988061,"No","0-1","Pass",10,"No",3,2016-02-01,2016-10-01,"Yes"
561618,"No","0-1","Pass",5,"No",1,2017-02-01,2018-04-01,"Yes"
953445,"No","0-1","Pass",10,"No",2,2016-02-01,2017-04-01,"Yes"
748990,"No","2","Pass",10,"No",2,2016-01-01,2018-06-01,"Yes"
884369,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
888763,"No","2","Concerns",10,"No",2,2016-01-01,2017-02-01,"Yes"
807621,"No","2","Pass",8,"No",1,2016-02-01,2016-07-01,"Yes"
998348,"No","2","Pass",6,"Yes",3,2016-06-01,2018-10-01,"Yes"
972955,"No","0-1","Concerns",10,"No",0,2017-06-01,2019-03-01,"Yes"
282833,"No","2","Pass",2,"Yes",1,2017-01-01,2018-08-01,"Yes"
237209,"No","0-1","Pass",8,"No",3,2017-01-01,2017-05-01,"Yes"
982206,"No","3+","Pass",9,"No",2,2016-02-01,2018-05-01,"Yes"
162353,"No","2","Pass+",2,"No",3,2017-11-01,2020-07-01,"Yes"
536836,"No","2","Pass",9,"No",1,2016-02-01,2019-11-01,"Yes"
701988,"No","0-1","Pass",9,"No",3,2017-01-01,2018-12-01,"Yes"
219007,"No","0-1","Pass",10,"No",2,2017-06-01,NA,"No"
356347,"No","0-1","Concerns",8,"No",2,2016-02-01,2022-01-01,"Yes"
377663,"No","3+","Pass",7,"No",2,2016-01-01,2018-02-01,"Yes"
548468,"No","2","Concerns",7,"No",2,2017-01-01,2019-02-01,"Yes"
768862,"No","3+","Pass",8,"No",3,2017-01-01,NA,"No"
968408,"No","2","Concerns",10,"Yes",3,2017-03-01,2021-02-01,"Yes"
129973,"No","2","Pass",9,"Yes",2,2017-08-01,NA,"No"
690843,"No","2","Concerns",6,"No",3,2016-04-01,2019-02-01,"Yes"
115782,"No","0-1","Pass",9,"Yes",3,2017-04-01,2021-10-01,"Yes"
935696,"No","0-1","Concerns",8,"No",3,2017-01-01,NA,"No"
759910,"No","0-1","Concerns",10,"No",2,2017-02-01,NA,"No"
921963,"No","2","Pass",10,"No",2,2017-02-01,2021-07-01,"Yes"
355303,"No","2","Concerns",9,"Yes",3,2016-02-01,2020-11-01,"Yes"
510976,"No","0-1","Pass",10,"Yes",2,2016-02-01,2019-11-01,"Yes"
129392,"No","2","Pass",9,"No",2,2017-01-01,NA,"No"
162681,"No","0-1","Pass+",8,"No",3,2016-04-01,NA,"No"
245527,"No","0-1","Pass",9,"No",3,2017-04-01,NA,"No"
496652,"No","2","Pass",8,"Yes",2,2017-01-01,NA,"No"
367593,"No","0-1","Concerns",8,"Yes",2,2017-02-01,2017-08-01,"Yes"
462634,"No","0-1","Pass",8,"No",2,2017-02-01,NA,"No"
600742,"Yes","2","Pass",7,"Yes",0,2017-03-01,2020-07-01,"Yes"
603691,"No","2","Pass",10,"No",3,2016-02-01,2020-04-01,"Yes"
945910,"No","2","Pass+",8,"No",2,2017-05-01,2017-10-01,"Yes"
683512,"No","0-1","Pass",10,"No",3,2016-04-01,2017-01-01,"Yes"
758105,"No","3+","Pass",10,"No",2,2016-02-01,2018-07-01,"Yes"
725707,"No","3+","Concerns",10,"No",2,2017-04-01,2019-09-01,"Yes"
139225,"No","0-1","Pass",9,"No",2,2017-02-01,NA,"No"
426260,"No","2","Pass",7,"Yes",2,2016-03-01,2016-06-01,"Yes"
944615,"No","0-1","Pass",10,"Yes",3,2017-04-01,NA,"No"
347230,"No","3+","Concerns",10,"No",3,2016-01-01,2016-03-01,"Yes"
782128,"No","2","Pass",7,"Yes",3,2016-02-01,2017-03-01,"Yes"
956201,"No","2","Concerns",10,"No",3,2016-07-01,NA,"No"
593538,"Yes","0-1","Pass",8,"No",2,2016-02-01,NA,"No"
200466,"Yes","2","Pass",8,"No",2,2016-07-01,NA,"No"
472051,"No","0-1","Pass",6,"Yes",2,2017-05-01,2020-01-01,"Yes"
920423,"No","3+","Pass",10,"No",2,2017-04-01,2019-08-01,"Yes"
330220,"No","0-1","Concerns",10,"No",2,2016-01-01,2018-08-01,"Yes"
257828,"No","2","Pass",10,"No",2,2017-02-01,2017-06-01,"Yes"
217439,"Yes","0-1","Pass",8,"No",2,2017-02-01,2019-09-01,"Yes"
875353,"No","0-1","Concerns",7,"Yes",1,2016-07-01,NA,"No"
197754,"No","0-1","Pass",8,"No",1,2017-02-01,2021-10-01,"Yes"
304092,"No","0-1","Pass",10,"No",0,2017-01-01,2018-11-01,"Yes"
406748,"No","0-1","Pass",8,"No",2,2017-02-01,2020-10-01,"Yes"
519323,"Yes","0-1","Pass",10,"Yes",3,2017-03-01,NA,"No"
321151,"No","3+","Pass",8,"No",1,2017-11-01,2019-05-01,"Yes"
756367,"Yes","2","Pass",8,"No",2,2016-07-01,NA,"No"
615461,"No","2","Pass",9,"Yes",2,2017-02-01,NA,"No"
494727,"No","0-1","Pass",10,"No",2,2016-09-01,NA,"No"
347738,"No","3+","Pass",9,"No",2,2016-02-01,2019-12-01,"Yes"
311993,"No","0-1","Pass",8,"Yes",2,2017-06-01,2019-10-01,"Yes"
850451,"No","3+","Pass",10,"No",2,2017-02-01,NA,"No"
283071,"No","0-1","Concerns",10,"Yes",2,2017-01-01,NA,"No"
807743,"No","0-1","Pass",7,"Yes",3,2017-04-01,2020-03-01,"Yes"
914643,"No","0-1","Pass",10,"No",3,2017-01-01,2019-06-01,"Yes"
605782,"No","2","Pass",9,"No",3,2016-02-01,NA,"No"
310231,"No","2","Pass",8,"No",3,2017-01-01,NA,"No"
653109,"No","2","Pass",10,"Yes",2,2017-04-01,2017-06-01,"Yes"
663043,"No","0-1","Pass",10,"No",1,2016-01-01,2018-01-01,"Yes"
258036,"No","0-1","Pass+",8,"No",2,2016-04-01,2016-10-01,"Yes"
820566,"No","0-1","Concerns",7,"No",2,2017-03-01,2019-08-01,"Yes"
800811,"No","0-1","Pass",2,"Yes",3,2017-04-01,2020-03-01,"Yes"
350637,"No","0-1","Pass+",10,"No",2,2016-04-01,2019-11-01,"Yes"
690983,"Yes","0-1","Pass",8,"No",3,2017-02-01,2020-06-01,"Yes"
326579,"No","2","Pass",10,"Yes",3,2017-06-01,2018-03-01,"Yes"
918355,"No","2","Pass",9,"No",3,2017-02-01,2017-06-01,"Yes"
812818,"No","3+","Pass",6,"Yes",2,2017-01-01,2018-02-01,"Yes"
246264,"Yes","3+","Pass",7,"Yes",0,2016-04-01,2018-10-01,"Yes"
400076,"No","2","Concerns",8,"No",2,2016-01-01,2017-11-01,"Yes"
655583,"Yes","2","Pass",8,"No",2,2017-03-01,NA,"No"
665729,"Yes","0-1","Concerns",10,"No",2,2016-02-01,NA,"No"
654771,"No","0-1","Pass",7,"Yes",3,2016-02-01,2017-03-01,"Yes"
454995,"No","0-1","Pass",10,"No",2,2016-02-01,2019-05-01,"Yes"
617884,"No","2","Pass",9,"No",0,2017-08-01,2019-12-01,"Yes"
764485,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
266308,"No","0-1","Concerns",9,"No",2,2017-08-01,2017-09-01,"Yes"
292640,"No","0-1","Pass",10,"No",1,2017-02-01,NA,"No"
390463,"No","0-1","Pass",9,"No",2,2016-02-01,2021-01-01,"Yes"
794177,"No","0-1","Pass",8,"No",3,2017-02-01,NA,"No"
352374,"No","0-1","Pass",8,"Yes",2,2017-03-01,2019-07-01,"Yes"
896674,"No","2","Pass",5,"Yes",1,2017-02-01,2018-06-01,"Yes"
820379,"Yes","0-1","Concerns",10,"Yes",3,2016-07-01,2017-10-01,"Yes"
714715,"No","3+","Pass+",10,"Yes",3,2016-04-01,2016-07-01,"Yes"
488968,"No","0-1","Pass",9,"No",2,2017-06-01,2019-11-01,"Yes"
384542,"No","0-1","Pass",10,"Yes",3,2017-01-01,2019-04-01,"Yes"
545407,"Yes","0-1","Concerns",9,"No",2,2016-08-01,NA,"No"
128090,"No","0-1","Pass",8,"Yes",3,2016-02-01,2018-05-01,"Yes"
892597,"No","0-1","Pass+",10,"No",3,2016-07-01,2019-01-01,"Yes"
843005,"No","0-1","Pass",10,"No",3,2016-01-01,NA,"No"
597070,"No","2","Pass",7,"Yes",2,2017-01-01,2021-06-01,"Yes"
548782,"No","0-1","Concerns",10,"No",3,2017-04-01,2020-09-01,"Yes"
476479,"No","0-1","Concerns",8,"No",1,2016-06-01,NA,"No"
314879,"No","3+","Concerns",10,"Yes",3,2016-02-01,2018-11-01,"Yes"
858962,"No","0-1","Pass",8,"No",0,2016-03-01,2019-09-01,"Yes"
649619,"Yes","2","Pass",7,"No",3,2016-02-01,2016-05-01,"Yes"
220423,"No","0-1","Pass",10,"No",3,2016-02-01,2020-02-01,"Yes"
506686,"No","0-1","Pass",8,"Yes",2,2017-01-01,2017-06-01,"Yes"
579972,"No","2","Pass+",7,"No",3,2017-01-01,2021-06-01,"Yes"
765599,"No","2","Concerns",8,"No",2,2016-02-01,NA,"No"
513057,"No","0-1","Pass+",9,"No",1,2017-12-01,NA,"No"
461537,"No","0-1","Pass",10,"No",3,2016-01-01,NA,"No"
525237,"No","2","Pass+",8,"No",3,2016-01-01,NA,"No"
700869,"No","0-1","Concerns",9,"No",3,2016-03-01,NA,"No"
373647,"No","0-1","Pass",6,"No",1,2017-01-01,2019-04-01,"Yes"
733919,"No","0-1","Pass",7,"No",2,2017-02-01,2017-08-01,"Yes"
719228,"No","3+","Concerns",10,"No",2,2016-08-01,2018-08-01,"Yes"
583614,"No","0-1","Pass",10,"No",3,2017-06-01,NA,"No"
383337,"No","0-1","Pass",9,"No",2,2017-01-01,2021-06-01,"Yes"
597463,"Yes","0-1","Concerns",7,"Yes",2,2017-02-01,NA,"No"
580767,"No","0-1","Pass",8,"No",3,2016-02-01,2016-04-01,"Yes"
163466,"No","0-1","Pass+",7,"Yes",2,2016-02-01,2016-09-01,"Yes"
841319,"No","0-1","Pass",9,"No",3,2016-01-01,2018-07-01,"Yes"
483533,"No","2","Pass",10,"No",3,2016-06-01,NA,"No"
196581,"No","3+","Pass",9,"Yes",2,2017-01-01,2018-10-01,"Yes"
875552,"No","0-1","Pass",8,"No",2,2016-02-01,NA,"No"
903411,"No","0-1","Pass",10,"Yes",3,2017-01-01,NA,"No"
410314,"No","2","Pass",10,"Yes",2,2016-04-01,2017-12-01,"Yes"
941186,"No","0-1","Pass+",10,"No",2,2016-12-01,2018-06-01,"Yes"
948989,"No","0-1","Pass",10,"No",3,2016-01-01,2017-12-01,"Yes"
827256,"No","2","Pass",8,"Yes",2,2016-04-01,NA,"No"
232831,"No","2","Pass",10,"No",2,2017-01-01,2019-03-01,"Yes"
875855,"No","2","Pass",7,"No",3,2016-04-01,2020-05-01,"Yes"
153027,"No","3+","Pass",10,"No",3,2016-01-01,2020-10-01,"Yes"
979631,"Yes","0-1","Pass",10,"No",1,2016-01-01,NA,"No"
307942,"No","0-1","Pass",8,"No",2,2016-04-01,2021-04-01,"Yes"
959167,"No","3+","Pass",9,"No",2,2016-01-01,2017-11-01,"Yes"
343965,"No","0-1","Pass",10,"Yes",2,2016-04-01,NA,"No"
114033,"No","0-1","Pass",10,"Yes",3,2017-02-01,NA,"No"
661260,"Yes","0-1","Pass",7,"No",2,2016-05-01,NA,"No"
455140,"No","0-1","Pass",10,"No",2,2016-09-01,2019-02-01,"Yes"
186718,"No","0-1","Pass",8,"Yes",2,2016-02-01,NA,"No"
298708,"No","0-1","Concerns",10,"No",2,2017-06-01,2021-03-01,"Yes"
533582,"No","0-1","Pass",8,"Yes",2,2017-01-01,NA,"No"
225898,"No","0-1","Pass",9,"No",2,2017-08-01,NA,"No"
960489,"No","0-1","Pass",6,"No",2,2017-02-01,NA,"No"
336486,"Yes","3+","Pass",9,"No",2,2016-07-01,NA,"No"
449411,"No","2","Pass",7,"No",1,2017-02-01,2017-03-01,"Yes"
708472,"No","2","Pass",10,"No",2,2017-07-01,2019-09-01,"Yes"
450774,"No","0-1","Concerns",10,"Yes",2,2016-02-01,NA,"No"
748819,"No","2","Pass",7,"No",2,2017-03-01,2021-06-01,"Yes"
867045,"No","0-1","Pass",7,"No",2,2017-02-01,2018-08-01,"Yes"
657174,"No","0-1","Concerns",10,"No",2,2016-06-01,NA,"No"
298625,"No","2","Concerns",10,"No",3,2017-02-01,NA,"No"
567378,"No","2","Pass",10,"No",2,2016-02-01,2018-06-01,"Yes"
331746,"No","0-1","Pass",0,"Yes",3,2016-03-01,2018-11-01,"Yes"
607629,"No","3+","Pass+",8,"Yes",2,2016-05-01,2016-06-01,"Yes"
539032,"No","0-1","Pass",6,"Yes",3,2017-02-01,2021-12-01,"Yes"
174713,"No","0-1","Pass+",9,"No",3,2016-06-01,NA,"No"
687045,"No","2","Pass",10,"No",1,2016-04-01,2018-06-01,"Yes"
